t,T,ferrite,pearlite,bainite,martensite,austenite,Hv
19300.0,680.301,1.0,0.0,0.0,0.0,0.0,145.97130075392
19350.0,679.8795,1.0,0.0,0.0,0.0,0.0,145.97130075392
19400.0,679.458,1.0,0.0,0.0,0.0,0.0,145.97130075392
19450.0,679.0365,1.0,0.0,0.0,0.0,0.0,145.97130075392
19500.0,678.615,1.0,0.0,0.0,0.0,0.0,145.97130075392
19550.0,678.1935,1.0,0.0,0.0,0.0,0.0,145.97130075392
19600.0,677.772,1.0,0.0,0.0,0.0,0.0,145.97130075392
19650.0,677.3505,1.0,0.0,0.0,0.0,0.0,145.97130075392
19700.0,676.929,1.0,0.0,0.0,0.0,0.0,145.97130075392
19750.0,676.5075,1.0,0.0,0.0,0.0,0.0,145.97130075392
19800.0,676.086,1.0,0.0,0.0,0.0,0.0,145.97130075392
19850.0,675.6645,1.0,0.0,0.0,0.0,0.0,145.97130075392
19900.0,675.243,1.0,0.0,0.0,0.0,0.0,145.97130075392
19950.0,674.8215,1.0,0.0,0.0,0.0,0.0,145.97130075392
20000.0,674.4,1.0,0.0,0.0,0.0,0.0,145.97130075392
20050.0,673.9785,1.0,0.0,0.0,0.0,0.0,145.97130075392
20100.0,673.557,1.0,0.0,0.0,0.0,0.0,145.97130075392
20150.0,673.1355,1.0,0.0,0.0,0.0,0.0,145.97130075392
20200.0,672.714,1.0,0.0,0.0,0.0,0.0,145.97130075392
20250.0,672.2925,1.0,0.0,0.0,0.0,0.0,145.97130075392
20300.0,671.871,1.0,0.0,0.0,0.0,0.0,145.97130075392
20350.0,671.4495,1.0,0.0,0.0,0.0,0.0,145.97130075392
20400.0,671.028,1.0,0.0,0.0,0.0,0.0,145.97130075392
20450.0,670.6065,1.0,0.0,0.0,0.0,0.0,145.97130075392
20500.0,670.185,1.0,0.0,0.0,0.0,0.0,145.97130075392
20550.0,669.7635,1.0,0.0,0.0,0.0,0.0,145.97130075392
20600.0,669.342,1.0,0.0,0.0,0.0,0.0,145.97130075392
20650.0,668.9205,1.0,0.0,0.0,0.0,0.0,145.97130075392
20700.0,668.499,1.0,0.0,0.0,0.0,0.0,145.97130075392
20750.0,668.0775,1.0,0.0,0.0,0.0,0.0,145.97130075392
20800.0,667.656,1.0,0.0,0.0,0.0,0.0,145.97130075392
20850.0,667.2345,1.0,0.0,0.0,0.0,0.0,145.97130075392
20900.0,666.813,1.0,0.0,0.0,0.0,0.0,145.97130075392
20950.0,666.3915,1.0,0.0,0.0,0.0,0.0,145.97130075392
21000.0,665.97,1.0,0.0,0.0,0.0,0.0,145.97130075392
21050.0,665.5485,1.0,0.0,0.0,0.0,0.0,145.97130075392
21100.0,665.127,1.0,0.0,0.0,0.0,0.0,145.97130075392
21150.0,664.7055,1.0,0.0,0.0,0.0,0.0,145.97130075392
21200.0,664.284,1.0,0.0,0.0,0.0,0.0,145.97130075392
21250.0,663.8625,1.0,0.0,0.0,0.0,0.0,145.97130075392
21300.0,663.441,1.0,0.0,0.0,0.0,0.0,145.97130075392
21350.0,663.0195,1.0,0.0,0.0,0.0,0.0,145.97130075392
21400.0,662.598,1.0,0.0,0.0,0.0,0.0,145.97130075392
21450.0,662.1765,1.0,0.0,0.0,0.0,0.0,145.97130075392
21500.0,661.755,1.0,0.0,0.0,0.0,0.0,145.97130075392
21550.0,661.3335,1.0,0.0,0.0,0.0,0.0,145.97130075392
21600.0,660.912,1.0,0.0,0.0,0.0,0.0,145.97130075392
21650.0,660.4905,1.0,0.0,0.0,0.0,0.0,145.97130075392
21700.0,660.069,1.0,0.0,0.0,0.0,0.0,145.97130075392
21750.0,659.6475,1.0,0.0,0.0,0.0,0.0,145.97130075392
21800.0,659.226,1.0,0.0,0.0,0.0,0.0,145.97130075392
21850.0,658.8045,1.0,0.0,0.0,0.0,0.0,145.97130075392
21900.0,658.383,1.0,0.0,0.0,0.0,0.0,145.97130075392
21950.0,657.9615,1.0,0.0,0.0,0.0,0.0,145.97130075392
22000.0,657.54,1.0,0.0,0.0,0.0,0.0,145.97130075392
22050.0,657.1185,1.0,0.0,0.0,0.0,0.0,145.97130075392
22100.0,656.697,1.0,0.0,0.0,0.0,0.0,145.97130075392
22150.0,656.2755,1.0,0.0,0.0,0.0,0.0,145.97130075392
22200.0,655.854,1.0,0.0,0.0,0.0,0.0,145.97130075392
22250.0,655.4325,1.0,0.0,0.0,0.0,0.0,145.97130075392
22300.0,655.011,1.0,0.0,0.0,0.0,0.0,145.97130075392
22350.0,654.5895,1.0,0.0,0.0,0.0,0.0,145.97130075392
22400.0,654.168,1.0,0.0,0.0,0.0,0.0,145.97130075392
22450.0,653.7465,1.0,0.0,0.0,0.0,0.0,145.97130075392
22500.0,653.325,1.0,0.0,0.0,0.0,0.0,145.97130075392
22550.0,652.9035,1.0,0.0,0.0,0.0,0.0,145.97130075392
22600.0,652.482,1.0,0.0,0.0,0.0,0.0,145.97130075392
22650.0,652.0605,1.0,0.0,0.0,0.0,0.0,145.97130075392
22700.0,651.639,1.0,0.0,0.0,0.0,0.0,145.97130075392
22750.0,651.2175,1.0,0.0,0.0,0.0,0.0,145.97130075392
22800.0,650.796,1.0,0.0,0.0,0.0,0.0,145.97130075392
22850.0,650.3745,1.0,0.0,0.0,0.0,0.0,145.97130075392
22900.0,649.953,1.0,0.0,0.0,0.0,0.0,145.97130075392
22950.0,649.5315,1.0,0.0,0.0,0.0,0.0,145.97130075392
23000.0,649.11,1.0,0.0,0.0,0.0,0.0,145.97130075392
23050.0,648.6885,1.0,0.0,0.0,0.0,0.0,145.97130075392
23100.0,648.267,1.0,0.0,0.0,0.0,0.0,145.97130075392
23150.0,647.8455,1.0,0.0,0.0,0.0,0.0,145.97130075392
23200.0,647.424,1.0,0.0,0.0,0.0,0.0,145.97130075392
23250.0,647.0025,1.0,0.0,0.0,0.0,0.0,145.97130075392
23300.0,646.581,1.0,0.0,0.0,0.0,0.0,145.97130075392
23350.0,646.1595,1.0,0.0,0.0,0.0,0.0,145.97130075392
23400.0,645.738,1.0,0.0,0.0,0.0,0.0,145.97130075392
23450.0,645.3165,1.0,0.0,0.0,0.0,0.0,145.97130075392
23500.0,644.895,1.0,0.0,0.0,0.0,0.0,145.97130075392
23550.0,644.4735,1.0,0.0,0.0,0.0,0.0,145.97130075392
23600.0,644.052,1.0,0.0,0.0,0.0,0.0,145.97130075392
23650.0,643.6305,1.0,0.0,0.0,0.0,0.0,145.97130075392
23700.0,643.209,1.0,0.0,0.0,0.0,0.0,145.97130075392
23750.0,642.7875,1.0,0.0,0.0,0.0,0.0,145.97130075392
23800.0,642.366,1.0,0.0,0.0,0.0,0.0,145.97130075392
23850.0,641.9445,1.0,0.0,0.0,0.0,0.0,145.97130075392
23900.0,641.523,1.0,0.0,0.0,0.0,0.0,145.97130075392
23950.0,641.1015,1.0,0.0,0.0,0.0,0.0,145.97130075392
24000.0,640.68,1.0,0.0,0.0,0.0,0.0,145.97130075392
24050.0,640.2585,1.0,0.0,0.0,0.0,0.0,145.97130075392
24100.0,639.837,1.0,0.0,0.0,0.0,0.0,145.97130075392
24150.0,639.4155,1.0,0.0,0.0,0.0,0.0,145.97130075392
24200.0,638.994,1.0,0.0,0.0,0.0,0.0,145.97130075392
24250.0,638.5725,1.0,0.0,0.0,0.0,0.0,145.97130075392
24300.0,638.151,1.0,0.0,0.0,0.0,0.0,145.97130075392
24350.0,637.7295,1.0,0.0,0.0,0.0,0.0,145.97130075392
24400.0,637.308,1.0,0.0,0.0,0.0,0.0,145.97130075392
24450.0,636.8865,1.0,0.0,0.0,0.0,0.0,145.97130075392
24500.0,636.465,1.0,0.0,0.0,0.0,0.0,145.97130075392
24550.0,636.0435,1.0,0.0,0.0,0.0,0.0,145.97130075392
24600.0,635.622,1.0,0.0,0.0,0.0,0.0,145.97130075392
24650.0,635.2005,1.0,0.0,0.0,0.0,0.0,145.97130075392
24700.0,634.779,1.0,0.0,0.0,0.0,0.0,145.97130075392
24750.0,634.3575,1.0,0.0,0.0,0.0,0.0,145.97130075392
24800.0,633.936,1.0,0.0,0.0,0.0,0.0,145.97130075392
24850.0,633.5145,1.0,0.0,0.0,0.0,0.0,145.97130075392
24900.0,633.093,1.0,0.0,0.0,0.0,0.0,145.97130075392
24950.0,632.6715,1.0,0.0,0.0,0.0,0.0,145.97130075392
25000.0,632.25,1.0,0.0,0.0,0.0,0.0,145.97130075392
25050.0,631.8285,1.0,0.0,0.0,0.0,0.0,145.97130075392
25100.0,631.407,1.0,0.0,0.0,0.0,0.0,145.97130075392
25150.0,630.9855,1.0,0.0,0.0,0.0,0.0,145.97130075392
25200.0,630.564,1.0,0.0,0.0,0.0,0.0,145.97130075392
25250.0,630.1425,1.0,0.0,0.0,0.0,0.0,145.97130075392
25300.0,629.721,1.0,0.0,0.0,0.0,0.0,145.97130075392
25350.0,629.2995,1.0,0.0,0.0,0.0,0.0,145.97130075392
25400.0,628.878,1.0,0.0,0.0,0.0,0.0,145.97130075392
25450.0,628.4565,1.0,0.0,0.0,0.0,0.0,145.97130075392
25500.0,628.035,1.0,0.0,0.0,0.0,0.0,145.97130075392
25550.0,627.6135,1.0,0.0,0.0,0.0,0.0,145.97130075392
25600.0,627.192,1.0,0.0,0.0,0.0,0.0,145.97130075392
25650.0,626.7705,1.0,0.0,0.0,0.0,0.0,145.97130075392
25700.0,626.349,1.0,0.0,0.0,0.0,0.0,145.97130075392
25750.0,625.9275,1.0,0.0,0.0,0.0,0.0,145.97130075392
25800.0,625.506,1.0,0.0,0.0,0.0,0.0,145.97130075392
25850.0,625.0845,1.0,0.0,0.0,0.0,0.0,145.97130075392
25900.0,624.663,1.0,0.0,0.0,0.0,0.0,145.97130075392
25950.0,624.2415,1.0,0.0,0.0,0.0,0.0,145.97130075392
26000.0,623.82,1.0,0.0,0.0,0.0,0.0,145.97130075392
26050.0,623.3985,1.0,0.0,0.0,0.0,0.0,145.97130075392
26100.0,622.977,1.0,0.0,0.0,0.0,0.0,145.97130075392
26150.0,622.5555,1.0,0.0,0.0,0.0,0.0,145.97130075392
26200.0,622.134,1.0,0.0,0.0,0.0,0.0,145.97130075392
26250.0,621.7125,1.0,0.0,0.0,0.0,0.0,145.97130075392
26300.0,621.291,1.0,0.0,0.0,0.0,0.0,145.97130075392
26350.0,620.8695,1.0,0.0,0.0,0.0,0.0,145.97130075392
26400.0,620.448,1.0,0.0,0.0,0.0,0.0,145.97130075392
26450.0,620.0265,1.0,0.0,0.0,0.0,0.0,145.97130075392
26500.0,619.605,1.0,0.0,0.0,0.0,0.0,145.97130075392
26550.0,619.1835,1.0,0.0,0.0,0.0,0.0,145.97130075392
26600.0,618.762,1.0,0.0,0.0,0.0,0.0,145.97130075392
26650.0,618.3405,1.0,0.0,0.0,0.0,0.0,145.97130075392
26700.0,617.919,1.0,0.0,0.0,0.0,0.0,145.97130075392
26750.0,617.4975,1.0,0.0,0.0,0.0,0.0,145.97130075392
26800.0,617.076,1.0,0.0,0.0,0.0,0.0,145.97130075392
26850.0,616.6545,1.0,0.0,0.0,0.0,0.0,145.97130075392
26900.0,616.233,1.0,0.0,0.0,0.0,0.0,145.97130075392
26950.0,615.8115,1.0,0.0,0.0,0.0,0.0,145.97130075392
27000.0,615.39,1.0,0.0,0.0,0.0,0.0,145.97130075392
27050.0,614.9685,1.0,0.0,0.0,0.0,0.0,145.97130075392
27100.0,614.547,1.0,0.0,0.0,0.0,0.0,145.97130075392
27150.0,614.1255,1.0,0.0,0.0,0.0,0.0,145.97130075392
27200.0,613.704,1.0,0.0,0.0,0.0,0.0,145.97130075392
27250.0,613.2825,1.0,0.0,0.0,0.0,0.0,145.97130075392
27300.0,612.861,1.0,0.0,0.0,0.0,0.0,145.97130075392
27350.0,612.4395,1.0,0.0,0.0,0.0,0.0,145.97130075392
27400.0,612.018,1.0,0.0,0.0,0.0,0.0,145.97130075392
27450.0,611.5965,1.0,0.0,0.0,0.0,0.0,145.97130075392
27500.0,611.175,1.0,0.0,0.0,0.0,0.0,145.97130075392
27550.0,610.7535,1.0,0.0,0.0,0.0,0.0,145.97130075392
27600.0,610.332,1.0,0.0,0.0,0.0,0.0,145.97130075392
27650.0,609.9105,1.0,0.0,0.0,0.0,0.0,145.97130075392
27700.0,609.489,1.0,0.0,0.0,0.0,0.0,145.97130075392
27750.0,609.0675,1.0,0.0,0.0,0.0,0.0,145.97130075392
27800.0,608.646,1.0,0.0,0.0,0.0,0.0,145.97130075392
27850.0,608.2245,1.0,0.0,0.0,0.0,0.0,145.97130075392
27900.0,607.803,1.0,0.0,0.0,0.0,0.0,145.97130075392
27950.0,607.3815,1.0,0.0,0.0,0.0,0.0,145.97130075392
28000.0,606.96,1.0,0.0,0.0,0.0,0.0,145.97130075392
28050.0,606.5385,1.0,0.0,0.0,0.0,0.0,145.97130075392
28100.0,606.117,1.0,0.0,0.0,0.0,0.0,145.97130075392
28150.0,605.6955,1.0,0.0,0.0,0.0,0.0,145.97130075392
28200.0,605.274,1.0,0.0,0.0,0.0,0.0,145.97130075392
28250.0,604.8525,1.0,0.0,0.0,0.0,0.0,145.97130075392
28300.0,604.431,1.0,0.0,0.0,0.0,0.0,145.97130075392
28350.0,604.0095,1.0,0.0,0.0,0.0,0.0,145.97130075392
28400.0,603.588,1.0,0.0,0.0,0.0,0.0,145.97130075392
28450.0,603.1665,1.0,0.0,0.0,0.0,0.0,145.97130075392
28500.0,602.745,1.0,0.0,0.0,0.0,0.0,145.97130075392
28550.0,602.3235,1.0,0.0,0.0,0.0,0.0,145.97130075392
28600.0,601.902,1.0,0.0,0.0,0.0,0.0,145.97130075392
28650.0,601.4805,1.0,0.0,0.0,0.0,0.0,145.97130075392
28700.0,601.059,1.0,0.0,0.0,0.0,0.0,145.97130075392
28750.0,600.6375,1.0,0.0,0.0,0.0,0.0,145.97130075392
28800.0,600.216,1.0,0.0,0.0,0.0,0.0,145.97130075392
28850.0,599.7945,1.0,0.0,0.0,0.0,0.0,145.97130075392
28900.0,599.373,1.0,0.0,0.0,0.0,0.0,145.97130075392
28950.0,598.9515,1.0,0.0,0.0,0.0,0.0,145.97130075392
29000.0,598.53,1.0,0.0,0.0,0.0,0.0,145.97130075392
29050.0,598.1085,1.0,0.0,0.0,0.0,0.0,145.97130075392
29100.0,597.687,1.0,0.0,0.0,0.0,0.0,145.97130075392
29150.0,597.2655,1.0,0.0,0.0,0.0,0.0,145.97130075392
29200.0,596.844,1.0,0.0,0.0,0.0,0.0,145.97130075392
29250.0,596.4225,1.0,0.0,0.0,0.0,0.0,145.97130075392
29300.0,596.001,1.0,0.0,0.0,0.0,0.0,145.97130075392
29350.0,595.5795,1.0,0.0,0.0,0.0,0.0,145.97130075392
29400.0,595.158,1.0,0.0,0.0,0.0,0.0,145.97130075392
29450.0,594.7365,1.0,0.0,0.0,0.0,0.0,145.97130075392
29500.0,594.315,1.0,0.0,0.0,0.0,0.0,145.97130075392
29550.0,593.8935,1.0,0.0,0.0,0.0,0.0,145.97130075392
29600.0,593.472,1.0,0.0,0.0,0.0,0.0,145.97130075392
29650.0,593.0505,1.0,0.0,0.0,0.0,0.0,145.97130075392
29700.0,592.629,1.0,0.0,0.0,0.0,0.0,145.97130075392
29750.0,592.2075,1.0,0.0,0.0,0.0,0.0,145.97130075392
29800.0,591.786,1.0,0.0,0.0,0.0,0.0,145.97130075392
29850.0,591.3645,1.0,0.0,0.0,0.0,0.0,145.97130075392
29900.0,590.943,1.0,0.0,0.0,0.0,0.0,145.97130075392
29950.0,590.5215,1.0,0.0,0.0,0.0,0.0,145.97130075392
30000.0,590.1,1.0,0.0,0.0,0.0,0.0,145.97130075392
30050.0,589.6785,1.0,0.0,0.0,0.0,0.0,145.97130075392
30100.0,589.257,1.0,0.0,0.0,0.0,0.0,145.97130075392
30150.0,588.8355,1.0,0.0,0.0,0.0,0.0,145.97130075392
30200.0,588.414,1.0,0.0,0.0,0.0,0.0,145.97130075392
30250.0,587.9925,1.0,0.0,0.0,0.0,0.0,145.97130075392
30300.0,587.571,1.0,0.0,0.0,0.0,0.0,145.97130075392
30350.0,587.1495,1.0,0.0,0.0,0.0,0.0,145.97130075392
30400.0,586.728,1.0,0.0,0.0,0.0,0.0,145.97130075392
30450.0,586.3065,1.0,0.0,0.0,0.0,0.0,145.97130075392
30500.0,585.885,1.0,0.0,0.0,0.0,0.0,145.97130075392
30550.0,585.4635,1.0,0.0,0.0,0.0,0.0,145.97130075392
30600.0,585.042,1.0,0.0,0.0,0.0,0.0,145.97130075392
30650.0,584.6205,1.0,0.0,0.0,0.0,0.0,145.97130075392
30700.0,584.199,1.0,0.0,0.0,0.0,0.0,145.97130075392
30750.0,583.7775,1.0,0.0,0.0,0.0,0.0,145.97130075392
30800.0,583.356,1.0,0.0,0.0,0.0,0.0,145.97130075392
30850.0,582.9345,1.0,0.0,0.0,0.0,0.0,145.97130075392
30900.0,582.513,1.0,0.0,0.0,0.0,0.0,145.97130075392
30950.0,582.0915,1.0,0.0,0.0,0.0,0.0,145.97130075392
31000.0,581.67,1.0,0.0,0.0,0.0,0.0,145.97130075392
31050.0,581.2485,1.0,0.0,0.0,0.0,0.0,145.97130075392
31100.0,580.827,1.0,0.0,0.0,0.0,0.0,145.97130075392
31150.0,580.4055,1.0,0.0,0.0,0.0,0.0,145.97130075392
31200.0,579.984,1.0,0.0,0.0,0.0,0.0,145.97130075392
31250.0,579.5625,1.0,0.0,0.0,0.0,0.0,145.97130075392
31300.0,579.141,1.0,0.0,0.0,0.0,0.0,145.97130075392
31350.0,578.7195,1.0,0.0,0.0,0.0,0.0,145.97130075392
31400.0,578.298,1.0,0.0,0.0,0.0,0.0,145.97130075392
31450.0,577.8765,1.0,0.0,0.0,0.0,0.0,145.97130075392
31500.0,577.455,1.0,0.0,0.0,0.0,0.0,145.97130075392
31550.0,577.0335,1.0,0.0,0.0,0.0,0.0,145.97130075392
31600.0,576.612,1.0,0.0,0.0,0.0,0.0,145.97130075392
31650.0,576.1905,1.0,0.0,0.0,0.0,0.0,145.97130075392
31700.0,575.769,1.0,0.0,0.0,0.0,0.0,145.97130075392
31750.0,575.3475,1.0,0.0,0.0,0.0,0.0,145.97130075392
31800.0,574.926,1.0,0.0,0.0,0.0,0.0,145.97130075392
31850.0,574.5045,1.0,0.0,0.0,0.0,0.0,145.97130075392
31900.0,574.083,1.0,0.0,0.0,0.0,0.0,145.97130075392
31950.0,573.6615,1.0,0.0,0.0,0.0,0.0,145.97130075392
32000.0,573.24,1.0,0.0,0.0,0.0,0.0,145.97130075392
32050.0,572.8185,1.0,0.0,0.0,0.0,0.0,145.97130075392
32100.0,572.397,1.0,0.0,0.0,0.0,0.0,145.97130075392
32150.0,571.9755,1.0,0.0,0.0,0.0,0.0,145.97130075392
32200.0,571.554,1.0,0.0,0.0,0.0,0.0,145.97130075392
32250.0,571.1325,1.0,0.0,0.0,0.0,0.0,145.97130075392
32300.0,570.711,1.0,0.0,0.0,0.0,0.0,145.97130075392
32350.0,570.2895,1.0,0.0,0.0,0.0,0.0,145.97130075392
32400.0,569.868,1.0,0.0,0.0,0.0,0.0,145.97130075392
32450.0,569.4465,1.0,0.0,0.0,0.0,0.0,145.97130075392
32500.0,569.025,1.0,0.0,0.0,0.0,0.0,145.97130075392
32550.0,568.6035,1.0,0.0,0.0,0.0,0.0,145.97130075392
32600.0,568.182,1.0,0.0,0.0,0.0,0.0,145.97130075392
32650.0,567.7605,1.0,0.0,0.0,0.0,0.0,145.97130075392
32700.0,567.339,1.0,0.0,0.0,0.0,0.0,145.97130075392
32750.0,566.9175,1.0,0.0,0.0,0.0,0.0,145.97130075392
32800.0,566.496,1.0,0.0,0.0,0.0,0.0,145.97130075392
32850.0,566.0745,1.0,0.0,0.0,0.0,0.0,145.97130075392
32900.0,565.653,1.0,0.0,0.0,0.0,0.0,145.97130075392
32950.0,565.2315,1.0,0.0,0.0,0.0,0.0,145.97130075392
33000.0,564.81,1.0,0.0,0.0,0.0,0.0,145.97130075392
33050.0,564.3885,1.0,0.0,0.0,0.0,0.0,145.97130075392
33100.0,563.967,1.0,0.0,0.0,0.0,0.0,145.97130075392
33150.0,563.5455,1.0,0.0,0.0,0.0,0.0,145.97130075392
33200.0,563.124,1.0,0.0,0.0,0.0,0.0,145.97130075392
33250.0,562.7025,1.0,0.0,0.0,0.0,0.0,145.97130075392
33300.0,562.281,1.0,0.0,0.0,0.0,0.0,145.97130075392
33350.0,561.8595,1.0,0.0,0.0,0.0,0.0,145.97130075392
33400.0,561.438,1.0,0.0,0.0,0.0,0.0,145.97130075392
33450.0,561.0165,1.0,0.0,0.0,0.0,0.0,145.97130075392
33500.0,560.595,1.0,0.0,0.0,0.0,0.0,145.97130075392
33550.0,560.1735,1.0,0.0,0.0,0.0,0.0,145.97130075392
33600.0,559.752,1.0,0.0,0.0,0.0,0.0,145.97130075392
33650.0,559.3305,1.0,0.0,0.0,0.0,0.0,145.97130075392
33700.0,558.909,1.0,0.0,0.0,0.0,0.0,145.97130075392
33750.0,558.4875,1.0,0.0,0.0,0.0,0.0,145.97130075392
33800.0,558.066,1.0,0.0,0.0,0.0,0.0,145.97130075392
33850.0,557.6445,1.0,0.0,0.0,0.0,0.0,145.97130075392
33900.0,557.223,1.0,0.0,0.0,0.0,0.0,145.97130075392
33950.0,556.8015,1.0,0.0,0.0,0.0,0.0,145.97130075392
34000.0,556.38,1.0,0.0,0.0,0.0,0.0,145.97130075392
34050.0,555.9585,1.0,0.0,0.0,0.0,0.0,145.97130075392
34100.0,555.537,1.0,0.0,0.0,0.0,0.0,145.97130075392
34150.0,555.1155,1.0,0.0,0.0,0.0,0.0,145.97130075392
34200.0,554.694,1.0,0.0,0.0,0.0,0.0,145.97130075392
34250.0,554.2725,1.0,0.0,0.0,0.0,0.0,145.97130075392
34300.0,553.851,1.0,0.0,0.0,0.0,0.0,145.97130075392
34350.0,553.4295,1.0,0.0,0.0,0.0,0.0,145.97130075392
34400.0,553.008,1.0,0.0,0.0,0.0,0.0,145.97130075392
34450.0,552.5865,1.0,0.0,0.0,0.0,0.0,145.97130075392
34500.0,552.165,1.0,0.0,0.0,0.0,0.0,145.97130075392
34550.0,551.7435,1.0,0.0,0.0,0.0,0.0,145.97130075392
34600.0,551.322,1.0,0.0,0.0,0.0,0.0,145.97130075392
34650.0,550.9005,1.0,0.0,0.0,0.0,0.0,145.97130075392
34700.0,550.479,1.0,0.0,0.0,0.0,0.0,145.97130075392
34750.0,550.0575,1.0,0.0,0.0,0.0,0.0,145.97130075392
34800.0,549.636,1.0,0.0,0.0,0.0,0.0,145.97130075392
34850.0,549.2145,1.0,0.0,0.0,0.0,0.0,145.97130075392
34900.0,548.793,1.0,0.0,0.0,0.0,0.0,145.97130075392
34950.0,548.3715,1.0,0.0,0.0,0.0,0.0,145.97130075392
35000.0,547.95,1.0,0.0,0.0,0.0,0.0,145.97130075392
35050.0,547.5285,1.0,0.0,0.0,0.0,0.0,145.97130075392
35100.0,547.107,1.0,0.0,0.0,0.0,0.0,145.97130075392
35150.0,546.6855,1.0,0.0,0.0,0.0,0.0,145.97130075392
35200.0,546.264,1.0,0.0,0.0,0.0,0.0,145.97130075392
35250.0,545.8425,1.0,0.0,0.0,0.0,0.0,145.97130075392
35300.0,545.421,1.0,0.0,0.0,0.0,0.0,145.97130075392
35350.0,544.9995,1.0,0.0,0.0,0.0,0.0,145.97130075392
35400.0,544.578,1.0,0.0,0.0,0.0,0.0,145.97130075392
35450.0,544.1565,1.0,0.0,0.0,0.0,0.0,145.97130075392
35500.0,543.735,1.0,0.0,0.0,0.0,0.0,145.97130075392
35550.0,543.3135,1.0,0.0,0.0,0.0,0.0,145.97130075392
35600.0,542.892,1.0,0.0,0.0,0.0,0.0,145.97130075392
35650.0,542.4705,1.0,0.0,0.0,0.0,0.0,145.97130075392
35700.0,542.049,1.0,0.0,0.0,0.0,0.0,145.97130075392
35750.0,541.6275,1.0,0.0,0.0,0.0,0.0,145.97130075392
35800.0,541.206,1.0,0.0,0.0,0.0,0.0,145.97130075392
35850.0,540.7845,1.0,0.0,0.0,0.0,0.0,145.97130075392
35900.0,540.363,1.0,0.0,0.0,0.0,0.0,145.97130075392
35950.0,539.9415,1.0,0.0,0.0,0.0,0.0,145.97130075392
36000.0,539.52,1.0,0.0,0.0,0.0,0.0,145.97130075392
36050.0,539.0985,1.0,0.0,0.0,0.0,0.0,145.97130075392
36100.0,538.677,1.0,0.0,0.0,0.0,0.0,145.97130075392
36150.0,538.2555,1.0,0.0,0.0,0.0,0.0,145.97130075392
36200.0,537.834,1.0,0.0,0.0,0.0,0.0,145.97130075392
36250.0,537.4125,1.0,0.0,0.0,0.0,0.0,145.97130075392
36300.0,536.991,1.0,0.0,0.0,0.0,0.0,145.97130075392
36350.0,536.5695,1.0,0.0,0.0,0.0,0.0,145.97130075392
36400.0,536.148,1.0,0.0,0.0,0.0,0.0,145.97130075392
36450.0,535.7265,1.0,0.0,0.0,0.0,0.0,145.97130075392
36500.0,535.305,1.0,0.0,0.0,0.0,0.0,145.97130075392
36550.0,534.8835,1.0,0.0,0.0,0.0,0.0,145.97130075392
36600.0,534.462,1.0,0.0,0.0,0.0,0.0,145.97130075392
36650.0,534.0405,1.0,0.0,0.0,0.0,0.0,145.97130075392
36700.0,533.619,1.0,0.0,0.0,0.0,0.0,145.97130075392
36750.0,533.1975,1.0,0.0,0.0,0.0,0.0,145.97130075392
36800.0,532.776,1.0,0.0,0.0,0.0,0.0,145.97130075392
36850.0,532.3545,1.0,0.0,0.0,0.0,0.0,145.97130075392
36900.0,531.933,1.0,0.0,0.0,0.0,0.0,145.97130075392
36950.0,531.5115,1.0,0.0,0.0,0.0,0.0,145.97130075392
37000.0,531.09,1.0,0.0,0.0,0.0,0.0,145.97130075392
37050.0,530.6685,1.0,0.0,0.0,0.0,0.0,145.97130075392
37100.0,530.247,1.0,0.0,0.0,0.0,0.0,145.97130075392
37150.0,529.8255,1.0,0.0,0.0,0.0,0.0,145.97130075392
37200.0,529.404,1.0,0.0,0.0,0.0,0.0,145.97130075392
37250.0,528.9825,1.0,0.0,0.0,0.0,0.0,145.97130075392
37300.0,528.561,1.0,0.0,0.0,0.0,0.0,145.97130075392
37350.0,528.1395,1.0,0.0,0.0,0.0,0.0,145.97130075392
37400.0,527.718,1.0,0.0,0.0,0.0,0.0,145.97130075392
37450.0,527.2965,1.0,0.0,0.0,0.0,0.0,145.97130075392
37500.0,526.875,1.0,0.0,0.0,0.0,0.0,145.97130075392
37550.0,526.4535,1.0,0.0,0.0,0.0,0.0,145.97130075392
37600.0,526.032,1.0,0.0,0.0,0.0,0.0,145.97130075392
37650.0,525.6105,1.0,0.0,0.0,0.0,0.0,145.97130075392
37700.0,525.189,1.0,0.0,0.0,0.0,0.0,145.97130075392
37750.0,524.7675,1.0,0.0,0.0,0.0,0.0,145.97130075392
37800.0,524.346,1.0,0.0,0.0,0.0,0.0,145.97130075392
37850.0,523.9245,1.0,0.0,0.0,0.0,0.0,145.97130075392
37900.0,523.503,1.0,0.0,0.0,0.0,0.0,145.97130075392
37950.0,523.0815,1.0,0.0,0.0,0.0,0.0,145.97130075392
38000.0,522.66,1.0,0.0,0.0,0.0,0.0,145.97130075392
38050.0,522.2385,1.0,0.0,0.0,0.0,0.0,145.97130075392
38100.0,521.817,1.0,0.0,0.0,0.0,0.0,145.97130075392
38150.0,521.3955,1.0,0.0,0.0,0.0,0.0,145.97130075392
38200.0,520.974,1.0,0.0,0.0,0.0,0.0,145.97130075392
38250.0,520.5525,1.0,0.0,0.0,0.0,0.0,145.97130075392
38300.0,520.131,1.0,0.0,0.0,0.0,0.0,145.97130075392
38350.0,519.7095,1.0,0.0,0.0,0.0,0.0,145.97130075392
