603.75,1.152015019,14.03019588,143.3674902,5383.75373,19.02717142
604.75,1.151886394,14.00098737,143.2542572,5379.823539,19.02829505
605.75,1.151780659,13.97701977,143.1611651,5376.592418,19.02922016
606.75,1.151697927,13.95829342,143.0883193,5374.064021,19.0299449
607.75,1.151638325,13.94481724,143.0358362,5372.242393,19.03046751
608.75,1.151601994,13.93660888,143.0038439,5371.131975,19.03078627
609.75,1.151589092,13.93369489,142.992482,5370.737616,19.03089951
610.75,1.151599789,13.93611085,143.0019022,5371.064581,19.03080562
611.75,1.151634273,13.94390162,143.0322685,5372.118561,19.03050305
612.75,1.151692746,13.95712156,143.0837575,5373.905687,19.02999031
613.75,1.151775428,13.97583487,143.1565587,5376.432535,19.02926596
614.75,1.151882553,14.00011585,143.2508749,5379.706145,19.02832864
615.75,1.152014374,14.03004933,143.3669227,5383.734032,19.02717705
616.75,1.152171163,14.06573105,143.5049325,5388.524195,19.02580993
617.75,1.152353207,14.1072681,143.6651492,5394.085138,19.02422613
618.75,1.152560813,14.1547795,143.8478329,5400.42588,19.02242453
619.75,1.152794309,14.20839671,144.0532588,5407.555975,19.0204041
620.75,1.153054042,14.26826426,144.2817179,5415.485525,19.01816389
621.75,1.153340377,14.33454049,144.5335177,5424.225203,19.015703
622.75,1.153653705,14.40739824,144.8089826,5433.786264,19.01302063
623.75,1.153994436,14.48702575,145.1084544,5444.180574,19.01011602
624.75,1.154363004,14.57362754,145.432293,5455.420624,19.00698853
625.75,1.154759867,14.66742542,145.780877,5467.519555,19.00363757
626.75,1.155185507,14.76865963,146.1546046,5480.491181,19.00006265
627.75,1.155640432,14.87759,146.5538937,5494.350013,18.99626334
628.75,1.156125178,14.99449731,146.9791834,5509.111286,18.99223932
629.75,1.156640307,15.11968477,147.4309342,5524.790986,18.98799032
630.75,1.15718641,15.25347958,147.9096292,5541.405876,18.98351621
631.75,1.15776411,15.39623468,148.4157747,5558.973533,18.97881688
632.75,1.158374058,15.54833074,148.9499015,5577.512373,18.97389237
633.75,1.159016943,15.71017822,149.5125655,5597.041689,18.96874278
634.75,1.159693482,15.88221971,150.1043487,5617.581686,18.9633683
635.75,1.160404433,16.06493252,150.7258608,5639.153519,18.95776922
636.75,1.161150589,16.25883146,151.3777397,5661.779332,18.95194593
637.75,1.161932782,16.46447197,152.0606533,5685.4823,18.94589892
638.75,1.162751886,16.68245356,152.7753003,5710.286676,18.93962874
639.75,1.163608816,16.91342356,153.522412,5736.217833,18.93313609
640.75,1.164504533,17.15808133,154.3027531,5763.302322,18.92642174
641.75,1.165440047,17.41718287,155.117124,5791.567914,18.91948656
642.75,1.166416414,17.69154595,155.9663618,5821.043665,18.91233152
643.75,1.167434743,17.9820558,156.8513424,5851.75997,18.90495772
644.75,1.1684962,18.28967138,157.7729819,5883.748626,18.89736632
645.75,1.169602006,18.61543245,158.7322388,5917.042896,18.88955863
646.75,1.170753441,18.96046733,159.7301159,5951.677586,18.88153602
647.75,1.171951851,19.32600163,160.7676624,5987.689109,18.87330001
648.75,1.173198648,19.71336793,161.8459763,6025.11557,18.8648522
649.75,1.174495315,20.12401666,162.9662066,6063.996848,18.8561943
650.75,1.175843408,20.55952828,164.1295561,6104.374682,18.84732815
651.75,1.177244562,21.02162686,165.3372836,6146.292767,18.83825567
652.75,1.178700496,21.51219542,166.5907074,6189.796852,18.82897891
653.75,1.180213014,22.03329317,167.8912079,6234.934844,18.81950003
654.75,1.181784014,22.58717489,169.2402309,6281.756923,18.8098213
655.75,1.183415493,23.17631287,170.6392913,6330.315659,18.79994509
656.75,1.18510955,23.80342167,172.0899761,6380.666138,18.7898739
657.75,1.186868393,24.47148621,173.5939491,6432.866098,18.77961035
658.75,1.188694348,25.18379366,175.1529544,6486.976072,18.76915714
659.75,1.190589865,25.94396969,176.7688211,6543.059539,18.75851712
660.75,1.192557521,26.75601977,178.443468,6601.18309,18.74769323
661.75,1.194600038,27.6243764,180.1789082,6661.416597,18.73668855
662.75,1.19672028,28.5539531,181.9772551,6723.8334,18.72550624
663.75,1.198921273,29.55020636,183.8407274,6788.510505,18.7141496
664.75,1.201206209,30.61920693,185.7716556,6855.528794,18.70262204
665.75,1.203578456,31.76772181,187.7724884,6924.973247,18.69092708
666.75,1.206041576,33.00330913,189.8457994,6996.933188,18.67906837
667.75,1.208599333,34.33442793,191.994295,7071.502538,18.66704965
668.75,1.211255705,35.77056559,194.2208216,7148.780089,18.65487479
669.75,1.214014905,37.32238621,196.5283749,7228.869806,18.64254777
670.75,1.216881392,39.00190376,198.9201083,7311.881134,18.63007268
671.75,1.219859891,40.82268475,201.3993433,7397.929343,18.61745373
672.75,1.22295541,42.80008611,203.9695794,7487.135887,18.60469524
673.75,1.226173263,44.95153523,206.6345056,7579.628798,18.59180164
674.75,1.22951909,47.29686074,209.3980126,7675.543102,18.57877746
675.75,1.232998882,49.85868433,212.2642055,7775.021272,18.56562737
676.75,1.236619008,52.66288643,215.2374179,7878.21371,18.5523561
677.75,1.240386244,55.73916167,218.3222271,7985.279272,18.53896855
678.75,1.244307802,59.12168368,221.52347,8096.385829,18.52546966
679.75,1.248391367,62.84990358,224.8462608,8211.710873,18.51186453
680.75,1.252645134,66.96951283,228.2960098,8331.442171,18.49815834
681.75,1.257077848,71.5336087,231.8784438,8455.778473,18.48435637
682.75,1.261698849,76.60411072,235.5996277,8584.930275,18.47046401
683.75,1.266518122,82.25348941,239.465989,8719.120645,18.45648673
684.75,1.271546352,88.56688542,243.4843432,8858.586116,18.44243013
