722.8,221545.7019,0.01
721.8,1040.098928,0.01
720.8,171.1699877,0.01
719.8,56.407291,0.01
718.8,25.30108236,0.01
717.8,13.52044698,0.01
716.8,8.090073607,0.01
715.8,5.239247359,0.01
714.8,3.597295494,0.01
713.8,2.583556315,0.01
712.8,1.922901977,0.01
711.8,1.473304046,0.01
710.8,1.156294141,0.01
709.8,0.926061883,0.01
708.8,0.754611485,0.01
707.8,0.624161558,0.01
706.8,0.523039886,0.01
705.8,0.443362906,0.01
704.8,0.379671666,0.01
703.8,0.328102224,0.01
702.8,0.285865767,0.01
701.8,0.250914064,0.01
700.8,0.221719027,0.01
699.8,0.197124336,0.01
698.8,0.176243643,0.01
697.8,0.158389501,0.01
696.8,0.143022947,0.01
695.8,0.129717222,0.01
694.8,0.118131303,0.01
693.8,0.10799036,0.01
692.8,0.099071156,0.01
691.8,0.091191033,0.01
690.8,0.084199504,0.01
689.8,0.077971798,0.01
688.8,0.072403839,0.01
687.8,0.067408326,0.01
686.8,0.062911636,0.01
685.8,0.058851377,0.01
684.8,0.055174415,0.01
683.8,0.051835308,0.01
682.8,0.048795019,0.01
681.8,0.046019886,0.01
680.8,0.043480764,0.01
679.8,0.041152333,0.01
678.8,0.039012516,0.01
677.8,0.037042003,0.01
676.8,0.03522385,0.01
675.8,0.033543143,0.01
674.8,0.03198672,0.01
673.8,0.03054293,0.01
672.8,0.029201434,0.01
671.8,0.027953036,0.01
670.8,0.026789533,0.01
669.8,0.025703592,0.01
668.8,0.024688646,0.01
667.8,0.023738796,0.01
666.8,0.022848737,0.01
665.8,0.022013685,0.01
664.8,0.02122932,0.01
663.8,0.020491734,0.01
662.8,0.019797381,0.01
661.8,0.019143044,0.01
660.8,0.018525796,0.01
659.8,0.017942969,0.01
658.8,0.01739213,0.01
657.8,0.016871055,0.01
656.8,0.016377708,0.01
655.8,0.015910224,0.01
654.8,0.01546689,0.01
653.8,0.015046132,0.01
652.8,0.014646504,0.01
651.8,0.01426667,0.01
650.8,0.013905399,0.01
649.8,0.013561556,0.01
648.8,0.013234089,0.01
647.8,0.012922025,0.01
646.8,0.012624463,0.01
645.8,0.012340566,0.01
644.8,0.012069559,0.01
643.8,0.011810718,0.01
642.8,0.011563373,0.01
641.8,0.011326897,0.01
640.8,0.011100709,0.01
639.8,0.010884264,0.01
638.8,0.010677054,0.01
637.8,0.010478604,0.01
636.8,0.010288471,0.01
635.8,0.010106238,0.01
634.8,0.009931517,0.01
633.8,0.009763943,0.01
632.8,0.009603172,0.01
631.8,0.009448884,0.01
630.8,0.009300776,0.01
629.8,0.009158565,0.01
628.8,0.009021982,0.01
627.8,0.008890778,0.01
626.8,0.008764713,0.01
625.8,0.008643567,0.01
624.8,0.008527126,0.01
623.8,0.008415194,0.01
622.8,0.008307582,0.01
621.8,0.008204112,0.01
620.8,0.008104618,0.01
619.8,0.008008941,0.01
618.8,0.007916931,0.01
617.8,0.007828446,0.01
616.8,0.007743352,0.01
615.8,0.007661522,0.01
614.8,0.007582834,0.01
613.8,0.007507174,0.01
