T_bainite,ts_bainite,tf_bainite
382.3038634896344,1.3402720890009625,25.015034290502157
383.3038634896344,1.3096534588220778,24.443563698718123
384.3038634896344,1.2799122015100428,23.88846852244107
385.3038634896344,1.2510201308351963,23.349222689758225
386.3038634896344,1.2229500643962143,22.825318864355726
387.3038634896344,1.1956757849085509,22.316267723000387
388.3038634896344,1.169172003099007,21.82159726299855
389.3038634896344,1.1434143221355102,21.340852138308257
390.3038634896344,1.1183792035245386,20.873593023043796
391.3038634896344,1.0940439344116717,20.41939600116839
392.3038634896344,1.0703865962239232,19.977851981230128
393.3038634896344,1.0473860345952068,19.54856613504645
394.3038634896344,1.0250218305190788,19.1311573592947
395.3038634896344,1.0032742726754957,18.725257759014717
396.3038634896344,0.9821243308806986,18.330512152073563
397.3038634896344,0.9615536306117585,17.946577593687923
398.3038634896344,0.9415444285595314,17.573122920140896
399.3038634896344,0.9220795891657811,17.2098283108674
400.3038634896344,0.903142562102453,16.85638486812405
401.3038634896344,0.8847173606527494,16.512494213490402
402.3038634896344,0.8667885409556713,16.177868100486034
403.3038634896344,0.8493411820773752,15.852228042619426
404.3038634896344,0.8323608668742877,15.535304956214345
405.3038634896344,0.8158336636146125,15.226838817390965
406.3038634896344,0.7997461083262432,14.926578332604713
407.3038634896344,0.7840851878406437,14.634280622174801
408.3038634896344,0.76883832350353,14.349710916257974
409.3038634896344,0.7539933555245445,14.072642262748575
410.3038634896344,0.7395385279393099,13.802855246608093
411.3038634896344,0.7254624741584961,13.540137720150852
412.3038634896344,0.7117542030795778,13.284284543831822
413.3038634896344,0.6984030857380779,13.035097337103458
414.3038634896344,0.685398842476159,12.792384238928436
415.3038634896344,0.6727315306072691,12.555959677550781
416.3038634896344,0.6603915325566837,12.325644149149218
417.3038634896344,0.6483695444584392,12.101264005008666
418.3038634896344,0.6366565651901992,11.882651246865379
419.3038634896344,0.6252438858283115,11.669643330094592
420.3038634896344,0.6141230795060678,11.462082974423588
421.3038634896344,0.6032859916589912,11.259817981868325
422.3038634896344,0.5927247306416259,11.062701061603825
423.3038634896344,0.5824316587009676,10.870589661490959
424.3038634896344,0.5723993832923677,10.683345805995206
425.3038634896344,0.562620748724327,10.500835940243869
426.3038634896344,0.5530888281191518,10.322930779978586
427.3038634896344,0.5437969156770791,10.149505167171823
428.3038634896344,0.5347385192319405,9.980437931084701
429.3038634896344,0.525907353086984,9.815611754553728
430.3038634896344,0.5172973311199806,9.654913045303495
431.3038634896344,0.5089025601471324,9.498231812089696
432.3038634896344,0.5007173335358769,9.345461545487552
433.3038634896344,0.4927361250569552,9.196499103145944
434.3038634896344,0.4849535829666718,9.051244599337817
435.3038634896344,0.4773645243105546,8.909601298642874
436.3038634896344,0.46996392944005067,8.771475513606372
437.3038634896344,0.4627469367342759,8.636776506225097
438.3038634896344,0.45570883751909896,8.50541639311639
439.3038634896344,0.4488450711762845,8.3773100542345
440.3038634896344,0.44215122043562594,8.252375045002237
441.3038634896344,0.4356230068434033,8.130531511733633
442.3038634896344,0.4292562864006934,8.0117021102267
443.3038634896344,0.4230470453654598,7.895811927413045
444.3038634896344,0.41699139621248643,7.782788405953463
445.3038634896344,0.4110855737455899,7.6725612716757094
446.3038634896344,0.4053259313567318,7.565062463754019
447.3038634896344,0.39970893742692437,7.460226067535093
448.3038634896344,0.3942311718640182,7.357988249918844
449.3038634896344,0.38888932277273863,7.258287197207485
450.3038634896344,0.3836801832524755,7.161063055339006
451.3038634896344,0.3786006483186439,7.066257872426994
452.3038634896344,0.3736477119435003,6.973815543529997
453.3038634896344,0.3688184642126372,6.883681757579924
454.3038634896344,0.3641100885934459,6.795803946400234
455.3038634896344,0.35951985931208374,6.710131235749271
456.3038634896344,0.35504513883566335,6.6266143983274715
457.3038634896344,0.3506833754565027,6.54520580868946
458.3038634896344,0.34643210097550037,6.46585940000622
459.3038634896344,0.34228892848183734,6.388530622625129
460.3038634896344,0.3382515502263494,6.3131764043782646
461.3038634896344,0.33431773558611333,6.2397551125931505
462.3038634896344,0.33048532911790757,6.168226517762253
463.3038634896344,0.32675224869837927,6.098551758830797
464.3038634896344,0.32311648374888774,6.030693310064971
465.3038634896344,0.3195760935431587,5.964614949465756
466.3038634896344,0.3161292055959984,5.900281728695632
467.3038634896344,0.3127740141315126,5.837659944489208
468.3038634896344,0.3095087786293601,5.776717111520274
469.3038634896344,0.3063318224477811,5.71742193670181
470.3038634896344,0.30324153152222233,5.659744294896925
471.3038634896344,0.30023635313858155,5.603655206022528
472.3038634896344,0.2973147947802166,5.5491268135297185
473.3038634896344,0.2944754230480058,5.496132364247647
474.3038634896344,0.2917168626529397,5.444646189581103
475.3038634896344,0.28903779548083147,5.394643688054117
476.3038634896344,0.2864369597289387,5.346101309195764
477.3038634896344,0.283913149114419,5.298996538766647
478.3038634896344,0.28146521215474374,5.253307885328441
479.3038634896344,0.27909205152034305,5.209014868161566
480.3038634896344,0.2767926234599795,5.166098006540273
481.3038634896344,0.2745659372994808,5.124538810376917
482.3038634896344,0.27241105501473817,5.084319772252342
483.3038634896344,0.2703270908800111,5.045424360851787
484.3038634896344,0.26831321119287665,5.007837015831296
485.3038634896344,0.266368634077338,4.9715431441429105
486.3038634896344,0.26449262936689283,4.93652911785224
487.3038634896344,0.26268451856961156,4.902782273486682
488.3038634896344,0.26094367491757253,4.870290912958075
489.3038634896344,0.25926952350328053,4.839044306108847
490.3038634896344,0.2576615415060473,4.809032694937207
491.3038634896344,0.2561192585116438,4.7802472995631815
492.3038634896344,0.2546422569288951,4.75268032600401
